areaid,value,stationLatitude,stationLongitude
62,"37.57384872, 126.95869446",37.57384872,126.95869446
63,"37.55410767, 126.96540833",37.55410767,126.96540833
64,"37.57633209, 126.96858978",37.57633209,126.96858978
65,"37.56999969, 126.97109985",37.56999969,126.97109985
66,"37.54079437, 126.99784851",37.54079437,126.99784851
67,"37.57405853, 126.97579956",37.57405853,126.97579956
68,"37.56415939, 126.97948456",37.56415939,126.97948456
69,"37.58419037, 126.98169708",37.58419037,126.98169708
70,"37.56546402, 126.98413849",37.56546402,126.98413849
71,"37.57039642, 126.9881897",37.57039642,126.9881897
72,"37.56261826, 126.992836",37.56261826,126.992836
73,"37.58194733, 126.99736786",37.58194733,126.99736786
74,"37.58983612, 126.99934387",37.58983612,126.99934387
75,"37.57117462, 127.00222778",37.57117462,127.00222778
76,"37.57123947, 127.00440979",37.57123947,127.00440979
77,"37.55853271, 127.00698853",37.55853271,127.00698853
78,"37.60478973, 127.01058197",37.60478973,127.01058197
79,"37.65615845, 127.01313782",37.65615845,127.01313782
80,"37.59125137, 127.01400757",37.59125137,127.01400757
81,"37.57324219, 127.01590729",37.57324219,127.01590729
82,"37.63018799, 127.01773834",37.63018799,127.01773834
83,"37.62415695, 127.01862335",37.62415695,127.01862335
84,"37.61666489, 127.02210999",37.61666489,127.02210999
85,"37.57734299, 127.02337646",37.57734299,127.02337646
86,"37.63967133, 127.02519989",37.63967133,127.02519989
87,"37.63880539, 127.02835846",37.63880539,127.02835846
88,"37.58407974, 127.03103638",37.58407974,127.03103638
89,"37.63520432, 127.03396606",37.63520432,127.03396606
90,"37.63112259, 127.03603363",37.63112259,127.03603363
91,"37.62268829, 127.03781128",37.62268829,127.03781128
92,"37.67867661, 127.04076385",37.67867661,127.04076385
93,"37.66527176, 127.04314423",37.66527176,127.04314423
94,"37.67911911, 127.04498291",37.67911911,127.04498291
95,"37.62807083, 127.04692078",37.62807083,127.04692078
96,"37.65570831, 127.05010223",37.65570831,127.05010223
97,"37.68645096, 127.05283356",37.68645096,127.05283356
98,"37.67237473, 127.05599213",37.67237473,127.05599213
99,"37.62036896, 127.08364105",37.62036896,127.08364105
100,"37.63957977, 127.06510162",37.63957977,127.06510162
101,"37.64936066, 127.0704422",37.64936066,127.0704422
102,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,"37.52251816, 126.90721893",37.52251816,126.90721893
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,"37.56460953, 127.02919769",37.56460953,127.02919769
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,"37.6577301, 127.05931091",37.6577301,127.05931091
100,,,
101,,,
102,,,
